ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
756,analista3,41911403354,2023-08-08,CASO-00756,Incidunt ratione quisquam perferendis earum minima.,Finalizado,Alta,Ingeniería Social,Web Corporativa,210109,Tempore vero tempore.
757,analista2,42472192782,2023-08-02,CASO-00757,Dolore necessitatibus occaecati.,Finalizado,Media,Transaccional,Correo Electrónico,805686,Iusto voluptatum nostrum.
758,analista1,81212020804,2023-08-12,CASO-00758,Consectetur eveniet eligendi.,En revisión,Alta,Ingeniería Social,Correo Electrónico,596085,Illum fugiat hic debitis hic.
759,analista1,72988571154,2023-08-20,CASO-00759,Qui harum doloremque iste dolore.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,892794,Repellat non doloribus.
760,analista2,9466200535,2023-08-16,CASO-00760,Voluptatum id dolores ad dicta.,Pendiente,Alta,Transaccional,App Móvil,1103813,Culpa ab earum odio.
761,analista1,46662675805,2023-08-05,CASO-00761,Modi eveniet deleniti aperiam.,Pendiente,Alta,Dispositivo Nuevo,Web Corporativa,1122604,Iusto dolor ratione.
762,analista1,93439971279,2023-09-08,CASO-00762,Itaque voluptates accusamus.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,245057,Minus ullam autem hic.
763,analista3,45740617645,2023-09-25,CASO-00763,Ducimus aliquid iusto aperiam.,En revisión,Alta,Dispositivo Nuevo,App Móvil,449788,Eum id sequi.
764,analista2,75872953852,2023-09-28,CASO-00764,Iste earum omnis dignissimos.,Pendiente,Media,Acceso Ilegítimo,App Móvil,296527,Distinctio illo pariatur.
765,analista1,86728263533,2023-09-18,CASO-00765,Commodi rerum ab asperiores doloribus quos.,En revisión,Alta,Ingeniería Social,Correo Electrónico,903202,Dolor odit cupiditate earum.
766,analista2,65690356045,2023-09-07,CASO-00766,Nulla quasi porro id error.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,975302,Adipisci dolorem omnis minus.
767,analista2,93865713556,2023-09-25,CASO-00767,Ea dolorum vero.,Finalizado,Baja,Transaccional,Banca Web,143578,Quasi est inventore expedita.
768,analista3,45690093995,2023-09-14,CASO-00768,Iure est molestias.,Pendiente,Media,Dispositivo Nuevo,Correo Electrónico,642375,Quos ea numquam sunt.
769,analista1,95132497723,2023-09-26,CASO-00769,In alias modi vero.,Pendiente,Media,Dispositivo Nuevo,Correo Electrónico,267595,Voluptatum ut sapiente.
770,analista1,31700065674,2023-09-13,CASO-00770,Quod sed sint ex sapiente.,Pendiente,Alta,Ingeniería Social,Web Corporativa,1098147,Sit numquam accusamus rem.
771,analista2,29648444144,2023-09-09,CASO-00771,Explicabo occaecati nisi corrupti.,Finalizado,Baja,Ingeniería Social,Correo Electrónico,591503,Ut molestiae soluta nisi.
772,analista2,84334198859,2023-09-26,CASO-00772,Totam provident veritatis exercitationem provident nemo.,Finalizado,Alta,Dispositivo Nuevo,Correo Electrónico,906971,Laboriosam ipsa dolor.
773,analista1,16133756460,2023-09-12,CASO-00773,Similique ab temporibus ut.,En revisión,Alta,Dispositivo Nuevo,Banca Web,455241,Incidunt nostrum aliquid.
774,analista2,34910259549,2023-09-11,CASO-00774,Enim assumenda ut.,Pendiente,Media,Acceso Ilegítimo,App Móvil,1057090,Quaerat quia a vitae.
775,analista2,83221739908,2023-09-16,CASO-00775,Soluta repudiandae corrupti.,En revisión,Media,Dispositivo Nuevo,Banca Web,435420,Ipsum labore mollitia.
776,analista3,48431815418,2023-09-27,CASO-00776,Placeat assumenda laboriosam explicabo.,En revisión,Media,Dispositivo Nuevo,Web Corporativa,384850,Illo et inventore.
777,analista2,10480443932,2023-09-07,CASO-00777,Ducimus animi error fugiat laborum quas.,En revisión,Media,Ingeniería Social,App Móvil,315959,Occaecati similique autem.
778,analista3,69919309536,2023-09-24,CASO-00778,Perferendis ratione veniam.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,704697,Est repellat ad quas.
779,analista1,87631600210,2023-09-27,CASO-00779,Porro ut ut error neque.,En revisión,Alta,Transaccional,Banca Web,53847,Molestiae alias vel.
780,analista3,45367961040,2023-09-20,CASO-00780,Quo beatae eveniet libero facere.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,75413,Sed minus eius architecto.
781,analista3,96537989541,2023-09-22,CASO-00781,Repellat eum sapiente aperiam quas.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,1003476,Ab sed eaque iure atque sint.
782,analista3,55993952858,2023-09-10,CASO-00782,Accusamus architecto praesentium porro cupiditate vitae.,Finalizado,Media,Transaccional,App Móvil,283364,Quo recusandae soluta a.
783,analista2,19966540874,2023-09-08,CASO-00783,Quod labore voluptas pariatur.,Finalizado,Baja,Acceso Ilegítimo,Web Corporativa,1021493,Quod sunt esse delectus.
784,analista3,60021678799,2023-09-19,CASO-00784,Deleniti quos eius explicabo saepe.,Pendiente,Media,Acceso Ilegítimo,Correo Electrónico,792748,Excepturi tempore officia.
785,analista3,75379288114,2023-09-21,CASO-00785,Tempora autem dolor quae.,Pendiente,Media,Transaccional,Banca Web,1070070,Voluptates officia nam ut.
786,analista3,92860995478,2023-09-24,CASO-00786,Iure soluta dignissimos sint sunt.,En revisión,Baja,Acceso Ilegítimo,Banca Web,848572,Vero officiis ab numquam.
787,analista2,60748356547,2023-09-27,CASO-00787,Odio nihil fugit maiores omnis.,Finalizado,Media,Transaccional,Banca Web,198034,Quod harum cum quae.
788,analista1,81827606654,2023-09-10,CASO-00788,Error ut et a a.,Pendiente,Media,Ingeniería Social,Banca Web,1140697,Nobis non ea hic aliquam.
789,analista2,24815995795,2023-09-08,CASO-00789,Iure veritatis aperiam quis.,Pendiente,Baja,Ingeniería Social,App Móvil,912832,Iure sunt itaque.
790,analista3,33632420816,2023-09-08,CASO-00790,Accusamus corrupti molestias incidunt a.,En revisión,Media,Ingeniería Social,Banca Web,926358,Esse eum esse nemo iste.
791,analista1,54643574586,2023-09-27,CASO-00791,Quo occaecati occaecati tempora error illo.,Finalizado,Baja,Acceso Ilegítimo,Web Corporativa,387306,Rem suscipit quod.
792,analista2,50307484595,2023-09-09,CASO-00792,Maxime magnam voluptate doloremque.,Pendiente,Baja,Ingeniería Social,App Móvil,343334,Fuga ad magni voluptas.
793,analista1,51152159078,2023-09-10,CASO-00793,Nisi aperiam at.,En revisión,Alta,Dispositivo Nuevo,Banca Web,430887,Dolor saepe nesciunt quod.
794,analista2,81391345591,2023-09-05,CASO-00794,Ex dolor doloribus laboriosam porro fugiat.,Finalizado,Alta,Ingeniería Social,App Móvil,233361,Magnam quaerat et inventore.
795,analista1,21368283200,2023-09-09,CASO-00795,Recusandae nostrum occaecati mollitia.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,1017185,Ducimus commodi pariatur.
796,analista1,98956805378,2023-09-25,CASO-00796,Aperiam pariatur quibusdam deleniti fugiat sint.,Pendiente,Alta,Ingeniería Social,Banca Web,368611,Aspernatur qui perspiciatis.
797,analista3,58170810100,2023-09-16,CASO-00797,Assumenda dolorum deserunt.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,304643,Omnis ratione modi.
798,analista1,24968923822,2023-09-16,CASO-00798,Quos quibusdam reprehenderit.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,1037365,Tenetur libero error totam.
799,analista1,31728719931,2023-09-08,CASO-00799,Reprehenderit voluptatum exercitationem at commodi.,En revisión,Alta,Transaccional,App Móvil,740386,Aut molestiae officia ab.
800,analista1,41488791739,2023-09-10,CASO-00800,Sapiente quis ex.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,924987,Eligendi ab magnam.
801,analista1,93101744177,2023-09-21,CASO-00801,Occaecati harum vitae deserunt deserunt.,En revisión,Media,Dispositivo Nuevo,Correo Electrónico,136023,Doloremque alias esse ipsum.
802,analista1,2417178847,2023-09-16,CASO-00802,Tempora a veniam recusandae doloribus.,En revisión,Baja,Transaccional,Banca Web,122191,Soluta vitae unde fugit.
803,analista1,616989887,2023-09-14,CASO-00803,Voluptatibus voluptatibus inventore.,En revisión,Alta,Transaccional,App Móvil,440585,Voluptate tempora ad.
804,analista3,54736186448,2023-09-16,CASO-00804,Illum fugiat porro sit delectus.,En revisión,Baja,Transaccional,Banca Web,1121419,Omnis et est tempora.
805,analista2,11377012638,2023-10-16,CASO-00805,Animi officiis totam neque quod qui.,Finalizado,Baja,Acceso Ilegítimo,App Móvil,624629,Tempore ad repellendus.
806,analista1,7042042247,2023-10-10,CASO-00806,Magnam facilis error deleniti molestiae.,En revisión,Baja,Acceso Ilegítimo,Web Corporativa,425243,Atque eaque beatae animi.
807,analista3,20033878360,2023-10-25,CASO-00807,Dolore illum repellendus suscipit.,Pendiente,Media,Transaccional,Web Corporativa,173654,Quas possimus amet.
808,analista2,86636839786,2023-10-05,CASO-00808,Consequuntur ad ad autem laborum.,Pendiente,Alta,Dispositivo Nuevo,Banca Web,338902,Quod rem quis.
809,analista3,53021627679,2023-10-18,CASO-00809,Officia molestiae accusamus mollitia reprehenderit.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,131290,Pariatur laudantium ipsa eum.
810,analista2,72683167382,2023-10-17,CASO-00810,Quas eos et.,En revisión,Baja,Transaccional,Web Corporativa,664971,Omnis incidunt facilis.
811,analista1,89032292116,2023-10-18,CASO-00811,Illo non voluptatibus ad.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,254682,Ipsam quos quia at quia.
812,analista1,70404915672,2023-10-17,CASO-00812,Quos voluptatem quam.,En revisión,Baja,Ingeniería Social,Correo Electrónico,172957,Sapiente id in ab.
813,analista1,15175217707,2023-10-22,CASO-00813,Eveniet ducimus quisquam saepe amet.,Finalizado,Media,Ingeniería Social,Web Corporativa,313183,Corporis velit labore omnis.
814,analista2,53709016860,2023-10-14,CASO-00814,Libero magnam id.,En revisión,Media,Acceso Ilegítimo,Banca Web,523116,Quod deserunt ipsam illum.
815,analista1,51524804790,2023-10-10,CASO-00815,Amet illum sunt.,En revisión,Alta,Transaccional,Correo Electrónico,767538,Quibusdam voluptatibus autem.
816,analista2,2198410744,2023-10-24,CASO-00816,Suscipit vitae quisquam.,Finalizado,Alta,Ingeniería Social,Web Corporativa,586743,Ullam neque optio voluptas.
817,analista2,65450820308,2023-10-21,CASO-00817,Ratione cumque eum pariatur.,Pendiente,Baja,Dispositivo Nuevo,Web Corporativa,103019,Aut nam tempore commodi.
818,analista1,74410801114,2023-10-19,CASO-00818,Unde dicta ex exercitationem maiores natus.,Finalizado,Baja,Acceso Ilegítimo,Web Corporativa,366074,Deleniti cumque nobis.
819,analista1,74908588315,2023-10-13,CASO-00819,Nesciunt mollitia incidunt necessitatibus omnis.,Pendiente,Media,Acceso Ilegítimo,App Móvil,576161,Sit voluptatibus architecto.
820,analista2,14365701683,2023-10-01,CASO-00820,Consequatur explicabo officia nihil ipsa.,En revisión,Baja,Acceso Ilegítimo,App Móvil,201745,Facere qui amet unde.
821,analista3,55876317564,2023-10-08,CASO-00821,Placeat ea aperiam repellat delectus.,En revisión,Baja,Acceso Ilegítimo,App Móvil,296892,Atque provident a ducimus.
822,analista3,85528908378,2023-10-17,CASO-00822,Velit fugiat animi libero sit.,Pendiente,Alta,Transaccional,Correo Electrónico,389380,Officia aliquam voluptate.
823,analista1,20983177676,2023-10-02,CASO-00823,Ipsum debitis quasi.,Finalizado,Media,Transaccional,Correo Electrónico,123001,Deserunt fugiat dolor quas.
824,analista2,33722614840,2023-10-09,CASO-00824,Provident mollitia eius quam veritatis.,En revisión,Baja,Ingeniería Social,Banca Web,592840,Numquam aperiam culpa illo.
825,analista2,82229902173,2023-10-12,CASO-00825,Officia repellat et modi sed dolor.,Finalizado,Alta,Dispositivo Nuevo,Web Corporativa,613877,Nam assumenda veritatis.
826,analista3,5196907559,2023-10-20,CASO-00826,Cumque earum molestiae dolorem.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,582784,Modi saepe esse aut.
827,analista3,68792167055,2023-10-27,CASO-00827,Libero quaerat voluptatem eum cumque.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,946751,Odit deserunt cum culpa.
828,analista3,79551779401,2023-10-25,CASO-00828,Id itaque cupiditate voluptas.,Finalizado,Baja,Ingeniería Social,App Móvil,660747,Autem explicabo ex.
829,analista2,90391664254,2023-10-16,CASO-00829,Soluta optio blanditiis autem.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,361078,Possimus harum assumenda.
830,analista3,57526416057,2023-10-06,CASO-00830,Enim culpa error libero.,En revisión,Baja,Acceso Ilegítimo,App Móvil,63551,Commodi ipsam ea enim.
831,analista1,2083682695,2023-10-24,CASO-00831,Inventore eveniet assumenda.,Pendiente,Media,Acceso Ilegítimo,Correo Electrónico,835040,At qui magnam consequatur.
832,analista2,67232013654,2023-10-03,CASO-00832,Consequatur in omnis quis quam.,Pendiente,Alta,Transaccional,Web Corporativa,815107,Atque quia natus quibusdam.
833,analista3,6775280509,2023-10-07,CASO-00833,Quam iure maxime assumenda dolore a.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,1062909,Adipisci magni ipsam facilis.
834,analista1,58360048485,2023-10-17,CASO-00834,Ea omnis consectetur adipisci aut delectus.,Pendiente,Alta,Acceso Ilegítimo,Banca Web,832567,Placeat ab atque.
835,analista2,25650550297,2023-10-23,CASO-00835,Possimus totam necessitatibus repellat officiis.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,540213,Ullam ipsam nam.
836,analista3,51350368229,2023-10-18,CASO-00836,Ratione atque doloremque nemo vitae reiciendis.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,935319,Excepturi voluptate ipsa.
837,analista3,21074236814,2023-10-07,CASO-00837,Doloremque eum iure provident exercitationem tempora.,En revisión,Media,Transaccional,Banca Web,248141,Fugit et vitae maxime.
838,analista1,9117643212,2023-10-21,CASO-00838,Porro reiciendis nisi.,En revisión,Baja,Acceso Ilegítimo,Web Corporativa,1009328,Sed accusamus occaecati.
839,analista3,26749051658,2023-10-25,CASO-00839,Repellendus mollitia reiciendis.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,282794,Quas facere ut quasi.
840,analista3,60614133890,2023-10-23,CASO-00840,Tempore sunt molestias fugit sapiente.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,313292,Omnis iure asperiores.
841,analista3,51089892980,2023-10-18,CASO-00841,Et ducimus adipisci voluptatum voluptatibus architecto.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,1132364,Veritatis minima cupiditate.
842,analista3,40288984422,2023-10-22,CASO-00842,Impedit expedita possimus quod.,Pendiente,Media,Ingeniería Social,App Móvil,683135,Modi fugiat ut fuga.
843,analista2,21154659367,2023-10-11,CASO-00843,Dolorem perferendis laborum dignissimos ratione necessitatibus.,Finalizado,Media,Transaccional,Web Corporativa,401920,Est fugiat corrupti ut eaque.
844,analista2,98664781502,2023-10-15,CASO-00844,Doloribus beatae ullam ab numquam.,Pendiente,Baja,Ingeniería Social,Banca Web,69761,Est ullam vel perspiciatis.
845,analista1,20524662751,2023-10-13,CASO-00845,Architecto dolor libero.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,1010384,Animi aliquid debitis.
846,analista3,89240039292,2023-10-23,CASO-00846,Illum quaerat quasi exercitationem.,Finalizado,Alta,Acceso Ilegítimo,Correo Electrónico,1073647,Nemo qui aspernatur voluptas.
847,analista2,53209058408,2023-10-13,CASO-00847,Rerum quasi consequuntur hic atque beatae.,En revisión,Baja,Acceso Ilegítimo,App Móvil,1081318,Ipsa amet nam qui aut.
848,analista2,85737712876,2023-10-18,CASO-00848,Quas aliquam molestias sit.,Finalizado,Alta,Dispositivo Nuevo,Web Corporativa,959530,Laudantium consequatur quod.
849,analista1,45471498474,2023-10-01,CASO-00849,Provident ab voluptate laborum.,Finalizado,Alta,Ingeniería Social,Banca Web,136068,Quod eum possimus ad.
850,analista3,88573545916,2023-10-24,CASO-00850,Odio accusantium enim eius.,Finalizado,Media,Transaccional,Correo Electrónico,482459,Quo saepe sed.
851,analista3,50114941322,2023-10-03,CASO-00851,Beatae voluptatibus quod ex quam.,Finalizado,Baja,Ingeniería Social,Banca Web,1183937,Quas laboriosam nulla atque.
852,analista1,85464104632,2023-10-10,CASO-00852,Esse modi magnam ea ex veritatis.,Finalizado,Baja,Dispositivo Nuevo,Banca Web,1183808,Officiis et id nemo.
853,analista3,70330355853,2023-10-27,CASO-00853,Dicta quam aliquid.,Pendiente,Media,Ingeniería Social,Banca Web,1088107,Optio est tenetur nihil.
854,analista1,1454144871,2023-10-26,CASO-00854,Cum expedita repellat dolores incidunt blanditiis.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,442814,Debitis labore sunt expedita.
855,analista1,85530525578,2023-10-28,CASO-00855,Animi neque unde cum ipsam.,En revisión,Baja,Acceso Ilegítimo,App Móvil,671657,Aspernatur porro quas.
856,analista2,25939949919,2023-10-14,CASO-00856,Molestias eligendi excepturi nostrum itaque ad.,En revisión,Media,Acceso Ilegítimo,App Móvil,916088,Provident earum doloribus.
857,analista2,67497643995,2023-10-26,CASO-00857,Ipsa consequatur nulla minus.,Finalizado,Alta,Dispositivo Nuevo,Banca Web,1035446,Vitae esse illum nesciunt.
858,analista3,65115221233,2023-11-06,CASO-00858,Error rerum laborum.,Finalizado,Baja,Acceso Ilegítimo,Web Corporativa,1097702,Sunt ex odit quod.
859,analista1,3286583423,2023-11-01,CASO-00859,Vel placeat omnis labore minima.,Finalizado,Media,Ingeniería Social,App Móvil,1024380,Atque vitae quasi.
860,analista2,20856408160,2023-11-15,CASO-00860,Voluptas dolores quo.,En revisión,Media,Transaccional,Banca Web,1021984,Suscipit dolore minus non.
861,analista2,26896629621,2023-11-26,CASO-00861,Qui aut molestiae ipsa commodi.,Finalizado,Alta,Dispositivo Nuevo,Correo Electrónico,1080446,Eligendi dicta ipsum natus.
862,analista2,65385150887,2023-11-16,CASO-00862,Quam ullam nisi perspiciatis iusto.,Finalizado,Baja,Transaccional,Web Corporativa,1117351,Dolorum aspernatur suscipit.
863,analista3,74223481553,2023-11-10,CASO-00863,Animi vitae cupiditate est culpa harum.,Pendiente,Media,Acceso Ilegítimo,App Móvil,537134,Nulla error placeat ipsum.
864,analista2,37647106082,2023-11-04,CASO-00864,Amet quo recusandae illo adipisci.,Pendiente,Baja,Acceso Ilegítimo,Banca Web,719412,Totam nobis nulla officia.
865,analista2,4703048470,2023-11-01,CASO-00865,Quaerat reiciendis esse nostrum esse sit.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,828456,Placeat cum aut sit.
866,analista2,12368479430,2023-11-05,CASO-00866,Delectus adipisci molestiae officia.,En revisión,Alta,Ingeniería Social,App Móvil,567198,Molestiae nulla nulla.
867,analista2,62540913989,2023-11-13,CASO-00867,Cupiditate quod modi vitae inventore repellat.,Finalizado,Media,Transaccional,Correo Electrónico,958781,Deleniti iusto quos.
